Genotype,Range,Plate,Amount_Consumed,Total_Consumed,Con_Ratio,Latitude,Longitude,Population,Pair
ChilePI368950,Invasive,1,-4.4042208,1.2241773,-3.597698471,-31.61,-71.53,MP-PI368950,83
AustraliaW65527,Invasive,4,-8.19700709,2.46510813,-3.325211982,-35.3,149.1333333,MP-W65527,58
Rivercrest_11,Invasive,3,-10.95905651,6.08188698,-1.801917159,27.98948333,-82.4658,Florida2,50
GILNS4_1,Native,3,-6.16464946,5.0632261,-1.217533908,37.708491,-8.099286,Portugal2,58
CMS12_4,Native,4,-6.06627022,7.24503462,-0.837300377,38.7,-9.1833,Portugal1,30
AustraliaW65527,Invasive,2,-4.21038943,16.18246266,-0.260182243,-35.3,149.1333333,MP-W65527,59
NM58_13,Invasive,3,-1.73229183,9.88863129,-0.175180142,34.2238,-118.0616,California2,9
TurkmenistanW62449,Native,4,-2.63846046,18.63834345,-0.141560889,37.444722,54.230556,MP-W624449,55
GILNS4_1,Native,4,-0.68817262,5.74665538,-0.119751851,37.708491,-8.099286,Portugal2,4
TurkmenistanW62449,Native,1,-0.92988726,10.38863129,-0.089510084,37.444722,54.230556,MP-W624449,73
GILNS11_4,Native,4,-0.51812568,17.68329961,-0.029300283,37.708491,-8.099286,Portugal2,51
Rivercrest_11,Invasive,5,-0.70155496,29.08110317,-0.024124083,27.98948333,-82.4658,Florida2,50
ChilePI368959,Invasive,1,-0.04379214,5.47739225,-0.007995071,-31.625556,-71.524167,MP-PI368959,36
BrazilPI404356,Invasive,4,-0.08953211,21.84263005,-0.004098962,-29.35,-49.733333,MP-PI404356,39
AustraliaW65527,Invasive,5,0.02358896,26.49720449,0.000890243,-35.3,149.1333333,MP-W65527,53
NM58_13,Invasive,1,0.27518315,20.11189318,0.013682608,34.2238,-118.0616,California2,9
GILNS11_4,Native,1,0.4588737,14.08674926,0.032574847,37.708491,-8.099286,Portugal2,51
GILNS11_4,Native,3,1.32332769,23.98492037,0.05517332,37.708491,-8.099286,Portugal2,65
IranPI227025,Native,3,1.71020662,28.18837002,0.060670646,32.63,48.26,MP-PI227025,44
GILNS11_4,Native,4,1.47225604,22.01994384,0.066860118,37.708491,-8.099286,Portugal2,65
GreeceW65319,Native,4,1.87758772,23.81241572,0.078849107,39.06666667,21.98333333,MP-W65319,26
GILNS11_4,Native,3,1.79604047,20.70279744,0.086753516,37.708491,-8.099286,Portugal2,51
GILNS4_1,Native,5,1.57654264,15.42527552,0.102205153,37.708491,-8.099286,Portugal2,58
GILNS11_4,Native,2,2.7000658,23.61273013,0.114347887,37.708491,-8.099286,Portugal2,65
St.Augustine_11,Invasive,2,3.60727951,31.15737188,0.115776116,31.61666667,65.71666667,Florida1,5
Rivercrest_11,Invasive,2,2.75003923,22.88188698,0.12018411,27.98948333,-82.4658,Florida2,50
ChilePI368959,Invasive,5,2.06770817,17.12151146,0.120766684,-31.625556,-71.524167,MP-PI368959,37
CMNS5_2,Native,1,2.76770817,19.93625329,0.1388279,38.7,-9.1833,Portugal1,82
St.Augustine_3,Invasive,4,2.78375635,19.68570418,0.141410047,31.61666667,65.71666667,Florida1,1
GILNS11_4,Native,1,3.19311336,20.89453865,0.152820477,37.708491,-8.099286,Portugal2,76
GILNS11_4,Native,5,2.33723257,15.21617978,0.153601798,37.708491,-8.099286,Portugal2,51
AustraliaPI197336,Invasive,4,6.80701824,42.2717993,0.161029773,-34.53333333,138.7333333,PI197336,44
GILNS10_6,Native,2,4.88908803,30.26458559,0.161544853,37.708491,-8.099286,Portugal2,13
BrazilPI404356,Invasive,4,4.83001886,29.39401611,0.1643198,-29.35,-49.733333,MP-PI404356,40
Rivercrest_1,Invasive,2,3.15328075,19.18732494,0.164341864,27.98948333,-82.4658,Florida2,63
GILNS4_1,Native,1,2.36556487,14.17446514,0.16688918,37.708491,-8.099286,Portugal2,58
GILNS4_1,Native,3,5.81611398,33.59615941,0.173118418,37.708491,-8.099286,Portugal2,78
UzbekistanW68297,Native,1,4.8979225,27.2782292,0.179554269,40.066667,68.416667,MP-W68297,72
ChilePI368959,Invasive,2,6.91104357,37.70577769,0.183288716,-31.625556,-71.524167,MP-PI368959,37
ChilePI368939,Invasive,3,7.85380329,42.65522858,0.184122874,-31.9,-71.5,MP-PI368939,49
AlgeriaW65435,Native,2,5.81877982,30.47901301,0.190911032,35.7,2.6,MP-W65435,66
AustraliaW65527,Invasive,1,3.21208865,16.82125019,0.190954216,-35.3,149.1333333,MP-W65527,56
GILNS11_4,Native,5,1.98375635,10.29265662,0.192735114,37.708491,-8.099286,Portugal2,65
NM58_13,Invasive,2,7.56478106,39.16568381,0.193148193,34.2238,-118.0616,California2,10
AustraliaW65527,Invasive,5,7.7043524,38.94027862,0.197850469,-35.3,149.1333333,MP-W65527,52
TurkmenistanW62449,Native,3,3.60461367,18.08303834,0.199336727,37.444722,54.230556,MP-W624449,2
AustraliaW65527,Invasive,5,3.26985147,16.25627366,0.201143973,-35.3,149.1333333,MP-W65527,59
HungaryW65565,Native,3,7.05808989,34.97770666,0.201788241,47.333333,19.883333,MP-W65565,5
ChilePI368940,Invasive,2,9.64632831,47.74294446,0.202047201,-31.7,-71.56,MP-PI368940,71
CMS12_4,Native,2,7.12118439,34.59908652,0.205820012,38.7,-9.1833,Portugal1,57
GILNS4_1,Native,3,5.64418501,27.37770666,0.206159891,37.708491,-8.099286,Portugal2,81
GILNS10_6,Native,2,3.9979225,19.1327505,0.208957018,37.708491,-8.099286,Portugal2,36
AustraliaW65527,Invasive,2,7.09551793,33.76725143,0.21013016,-35.3,149.1333333,MP-W65527,55
AustraliaW65527,Invasive,4,8.06023319,37.98199326,0.212211959,-35.3,149.1333333,MP-W65527,52
IranPI227025,Native,1,4.93723257,21.77686971,0.226719112,32.63,48.26,MP-PI227025,44
CMS12_4,Native,3,7.2305414,31.82072765,0.227227406,38.7,-9.1833,Portugal1,30
CMNS5_2,Native,3,4.82306642,21.12689628,0.228290344,38.7,-9.1833,Portugal1,82
CMNS5_2,Native,1,7.15087618,31.22851704,0.228985455,38.7,-9.1833,Portugal1,80
HungaryW65565,Native,4,2.1022091,9.15763315,0.229558126,47.333333,19.883333,MP-W65565,74
AustraliaW65527,Invasive,1,9.08161305,39.24320573,0.231418736,-35.3,149.1333333,MP-W65527,52
AustraliaPI197336,Invasive,5,5.02761429,21.51994384,0.233625809,-34.53333333,138.7333333,PI197336,48
Mt.Wilson_4,Invasive,2,5.93937587,25.33573075,0.234426863,34.2238,-118.0616,California1,19
AustraliaPI197336,Invasive,2,6.41637525,27.31780054,0.234878911,-34.53333333,138.7333333,PI197336,48
HungaryW65565,Native,3,5.3000658,22.51753927,0.235375,47.333333,19.883333,MP-W65565,74
GILNS4_1,Native,4,8.52761429,35.99349357,0.236920994,37.708491,-8.099286,Portugal2,78
ChilePI368939,Invasive,5,8.07492188,33.92956212,0.237990748,-31.9,-71.5,MP-PI368939,49
GILNS11_4,Native,1,6.82865937,28.27043981,0.241547688,37.708491,-8.099286,Portugal2,38
GreeceW65319,Native,1,8.45192126,34.8391804,0.242598166,39.06666667,21.98333333,MP-W65319,46
AustraliaW65527,Invasive,1,6.24282552,25.63755964,0.243503111,-35.3,149.1333333,MP-W65527,53
GreeceW65319,Native,3,9.52358896,38.63865786,0.246478255,39.06666667,21.98333333,MP-W65319,46
St.Augustine_3,Invasive,5,4.97920848,20.15308528,0.24706929,31.61666667,65.71666667,Florida1,4
St.Augustine_3,Invasive,5,6.71851855,27.14398954,0.247514041,31.61666667,65.71666667,Florida1,1
GILNS11_4,Native,1,2.73080267,11.02658187,0.247656318,37.708491,-8.099286,Portugal2,35
TurkmenistanW62449,Native,1,6.17492188,24.82287095,0.248759376,37.444722,54.230556,MP-W624449,27
ChilePI368940,Invasive,1,4.37439934,17.54801487,0.249281721,-31.7,-71.56,MP-PI368940,71
GILNS11_4,Native,5,6.13775511,24.61591851,0.249340893,37.708491,-8.099286,Portugal2,35
NM58_13,Invasive,1,7.31156611,29.09882525,0.251266711,34.2238,-118.0616,California2,11
Starlight,Invasive,2,6.55113745,25.72208714,0.254689187,33.3833,-118.4167,California3,76
Rivercrest_1,Invasive,1,6.59259082,25.30765972,0.260497845,27.98948333,-82.4658,Florida2,63
St.Augustine_11,Invasive,1,5.98375635,22.96218102,0.260591812,31.61666667,65.71666667,Florida1,5
ChilePI368940,Invasive,5,9.34847161,35.67958869,0.262011754,-31.7,-71.56,MP-PI368940,68
GILNS1_2,Native,2,9.24873288,35.23787405,0.262465689,37.708491,-8.099286,Portugal2,79
GILNS11_4,Native,3,8.55301948,32.43787405,0.263673861,37.708491,-8.099286,Portugal2,76
AustraliaPI197336,Invasive,5,9.10273164,34.30682277,0.265332984,-34.53333333,138.7333333,PI197336,45
GILNS11_4,Native,2,5.73989841,21.22982339,0.270369579,37.708491,-8.099286,Portugal2,9
AustraliaPI197336,Invasive,2,6.64178044,24.52449171,0.270822348,-34.53333333,138.7333333,PI197336,47
St.Augustine_14,Invasive,3,8.73535054,32.15627366,0.271653073,31.61666667,65.71666667,Florida1,26
ChilePI368940,Invasive,1,6.6326847,24.41325267,0.271683777,-31.7,-71.56,MP-PI368940,69
GILNS4_1,Native,2,5.61904109,20.52098892,0.273819216,37.708491,-8.099286,Portugal2,58
St.Augustine_14,Invasive,5,8.25782862,29.93546948,0.275854321,31.61666667,65.71666667,Florida1,28
Rivercrest_1,Invasive,2,6.57439934,23.81539597,0.276056688,27.98948333,-82.4658,Florida2,62
AustraliaW65527,Invasive,4,4.34334806,15.73112974,0.276098928,-35.3,149.1333333,MP-W65527,59
Starlight,Invasive,2,8.86692436,31.73092161,0.279441123,33.3833,-118.4167,California3,34
CMS12_4,Native,1,6.88804295,24.59239535,0.28008833,38.7,-9.1833,Portugal1,57
ChilePI368940,Invasive,4,8.79259082,31.13761278,0.28237845,-31.7,-71.56,MP-PI368940,68
UzbekistanW68297,Native,5,5.72066185,20.16165848,0.283739647,40.066667,68.416667,MP-W68297,69
NM58_13,Invasive,5,9.2043524,32.43515507,0.283777043,34.2238,-118.0616,California2,10
AustraliaPI197336,Invasive,5,9.8914926,34.52710441,0.286484858,-34.53333333,138.7333333,PI197336,42
St.Augustine_14,Invasive,4,6.37894721,22.16139721,0.28784048,31.61666667,65.71666667,Florida1,24
CMNS4_8,Native,4,5.94204171,20.59051332,0.288581524,38.7,-9.1833,Portugal1,43
AlgeriaW65435,Native,3,7.63561181,26.40039287,0.289223416,35.7,2.6,MP-W65435,66
AustraliaPI197336,Invasive,3,9.3305414,32.25470604,0.289276901,-34.53333333,138.7333333,PI197336,48
AustraliaW65527,Invasive,2,8.32813683,28.78784748,0.289293489,-35.3,149.1333333,MP-W65527,53
GILNS4_1,Native,1,14.68056797,50.67666158,0.289690905,37.708491,-8.099286,Portugal2,78
ChilePI368939,Invasive,4,13.11585271,44.94508776,0.291819493,-31.9,-71.5,MP-PI368939,49
AlgeriaW65435,Native,1,8.92092312,30.56484686,0.291868733,35.7,2.6,MP-W65435,33
GILNS13_6,Native,5,10.2738768,35.13039907,0.292449761,37.708491,-8.099286,Portugal2,29
ChilePI368950,Invasive,1,7.234828,24.49720449,0.2953328,-31.61,-71.53,MP-PI368950,66
AustraliaW65527,Invasive,2,9.60675697,32.40551642,0.29645437,-35.3,149.1333333,MP-W65527,52
ChilePI368950,Invasive,5,13.08323381,43.84001735,0.29843131,-31.61,-71.53,MP-PI368950,83
St.Augustine_14,Invasive,2,10.09499539,33.67744539,0.299755379,31.61666667,65.71666667,Florida1,29
Mt.Wilson_4,Invasive,2,10.28778168,34.20018474,0.300810705,34.2238,-118.0616,California1,14
Rivercrest_1,Invasive,3,9.70137215,32.15622052,0.301695037,27.98948333,-82.4658,Florida2,62
ChilePI368940,Invasive,5,9.96718563,32.93520821,0.302630108,-31.7,-71.56,MP-PI368940,67
Rivercrest_1,Invasive,2,7.07413807,23.34534903,0.303021302,27.98948333,-82.4658,Florida2,64
GILNS1_2,Native,5,8.84418501,29.01058683,0.304860604,37.708491,-8.099286,Portugal2,3
ChilePI368940,Invasive,5,11.50247037,37.60389566,0.305885073,-31.7,-71.56,MP-PI368940,70
St.Augustine_14,Invasive,1,8.634828,28.15684934,0.306668828,31.61666667,65.71666667,Florida1,31
Mt.Wilson_2,Invasive,1,10.00194783,32.5889457,0.306912286,34.2238,-118.0616,California1,77
Rivercrest_1,Invasive,1,10.65516278,34.66301797,0.307392818,27.98948333,-82.4658,Florida2,64
ChilePI368959,Invasive,2,1.66289903,5.39824957,0.308044118,-31.625556,-71.524167,MP-PI368959,35
ChilePI368940,Invasive,2,10.14606704,32.62396917,0.311000387,-31.7,-71.56,MP-PI368940,84
UzbekistanW68297,Native,1,10.65646913,34.17686971,0.311803545,40.066667,68.416667,MP-W68297,45
GreeceW65319,Native,2,10.65594659,34.13463253,0.312174053,39.06666667,21.98333333,MP-W65319,46
BrazilPI404356,Invasive,3,6.84925542,21.92794136,0.31235287,-29.35,-49.733333,MP-PI404356,39
GILNS11_4,Native,5,5.0674469,16.21110937,0.312591001,37.708491,-8.099286,Portugal2,9
CMNS4_8,Native,3,11.43001886,36.24587157,0.315346779,38.7,-9.1833,Portugal1,43
Starlight,Invasive,4,8.93644876,28.03787405,0.318727759,33.3833,-118.4167,California3,32
ChilePI368950,Invasive,4,14.05275821,44.0584701,0.318957017,-31.61,-71.53,MP-PI368950,83
AlgeriaW65435,Native,5,7.99473412,25.03787405,0.319305629,35.7,2.6,MP-W65435,19
AustraliaW65527,Invasive,3,10.72118439,33.51377521,0.31990381,-35.3,149.1333333,MP-W65527,55
NM58_13,Invasive,4,8.19713869,25.61461216,0.320018068,34.2238,-118.0616,California2,12
TurkmenistanW62449,Native,3,9.81825728,30.65444477,0.320288211,37.444722,54.230556,MP-W624449,15
TurkmenistanW62449,Native,5,6.72092312,20.98329961,0.320298678,37.444722,54.230556,MP-W624449,73
St.Augustine_14,Invasive,1,9.72092312,30.22501425,0.321618479,31.61666667,65.71666667,Florida1,26
BrazilPI404356,Invasive,2,9.44658958,29.23813532,0.323091383,-29.35,-49.733333,MP-PI404356,41
Mt.Wilson_4,Invasive,1,8.58804295,26.44963563,0.324694187,34.2238,-118.0616,California1,18
St.Augustine_14,Invasive,5,11.98642219,36.91591851,0.324695218,31.61666667,65.71666667,Florida1,31
GreeceW65319,Native,5,10.90273164,33.57686971,0.324709591,39.06666667,21.98333333,MP-W65319,26
GILNS1_2,Native,3,11.14366247,34.03358745,0.32743132,37.708491,-8.099286,Portugal2,3
CMNS5_2,Native,5,10.68589965,32.60792099,0.327708708,38.7,-9.1833,Portugal1,82
Rivercrest_11,Invasive,1,7.11234992,21.69286475,0.327865868,27.98948333,-82.4658,Florida2,50
TurkmenistanW62449,Native,2,11.6326847,35.29668195,0.329568788,37.444722,54.230556,MP-W624449,27
CMS12_4,Native,4,10.6262548,32.21267699,0.329878042,38.7,-9.1833,Portugal1,37
GILNS4_1,Native,4,10.12280515,30.61006429,0.330701859,37.708491,-8.099286,Portugal2,18
GreeceW65319,Native,2,9.034828,27.22689628,0.331834665,39.06666667,21.98333333,MP-W65319,54
CMS12_4,Native,1,10.78082924,32.36087467,0.333143938,38.7,-9.1833,Portugal1,17
GILNS1_2,Native,4,12.6391146,37.63118288,0.335868119,37.708491,-8.099286,Portugal2,3
GILNS10_6,Native,2,12.22118439,36.37875174,0.335942928,37.708491,-8.099286,Portugal2,42
NM58_35,Invasive,5,12.69713869,37.77023168,0.336167879,34.2238,-118.0616,California2,21
St.Augustine_14,Invasive,4,11.35542405,33.77023168,0.336255438,31.61666667,65.71666667,Florida1,29
TurkmenistanW62449,Native,1,8.5717335,25.46354051,0.336627717,37.444722,54.230556,MP-W624449,34
AlgeriaW65435,Native,2,9.11182738,27.0675127,0.336633346,35.7,2.6,MP-W65435,8
CMNS4_8,Native,5,9.83963714,29.20201363,0.336950639,38.7,-9.1833,Portugal1,43
HungaryW65565,Native,2,6.64847161,19.72903958,0.336989116,47.333333,19.883333,MP-W65565,83
CMNS5_2,Native,2,9.91130484,29.31246886,0.338125897,38.7,-9.1833,Portugal1,82
AfghanistanPI250782,Native,3,13.16451979,38.90473261,0.338378364,31.61666667,65.71666667,MP-PI250782,25
GILNS1_2,Native,1,10.87654264,32.03839659,0.339484612,37.708491,-8.099286,Portugal2,79
GILNS4_1,Native,3,5.89285209,17.35282401,0.339590379,37.708491,-8.099286,Portugal2,4
IranPI227025,Native,5,10.09201514,29.49662881,0.342141307,32.63,48.26,MP-PI227025,44
IranPI227025,Native,4,10.47628137,30.46139721,0.343919923,32.63,48.26,MP-PI227025,61
NM58_12,Invasive,3,8.23937587,23.95230147,0.343990989,34.2238,-118.0616,California2,8
HungaryW65565,Native,3,11.38109051,33.0541835,0.34431619,47.333333,19.883333,MP-W65565,83
CMS12_4,Native,5,7.71130484,22.37796793,0.344593614,38.7,-9.1833,Portugal1,12
SpainW65390,Native,3,12.934828,37.47796793,0.345131519,28.15,-16.633333,MP-W65390,24
Mt.Wilson_4,Invasive,1,14.12494845,40.92104206,0.345175678,34.2238,-118.0616,California1,15
AustraliaPI197336,Invasive,1,11.11825728,32.19401611,0.345351672,-34.53333333,138.7333333,PI197336,47
Mt.Wilson_4,Invasive,5,9.62280515,27.82663501,0.345812749,34.2238,-118.0616,California1,13
PeruPI308523,Invasive,5,13.1064957,37.8520402,0.346255991,-11.25,-74.41,MP-PI308523,75
ChilePI368940,Invasive,3,5.62092312,16.23222796,0.346281677,-31.7,-71.56,MP-PI368940,68
St.Augustine_3,Invasive,1,7.16023319,20.56887219,0.34811015,31.61666667,65.71666667,Florida1,2
ChilePI368940,Invasive,3,13.71825728,39.36913346,0.348452101,-31.7,-71.56,MP-PI368940,71
PeruPI308523,Invasive,3,7.49044752,21.49427738,0.348485664,-11.25,-74.41,MP-PI308523,73
GILNS1_2,Native,5,12.25275821,35.15606553,0.348524729,37.708491,-8.099286,Portugal2,79
ChilePI368959,Invasive,3,7.7369713,22.10546328,0.350002676,-31.625556,-71.524167,MP-PI368959,37
Rivercrest_1,Invasive,2,10.49954326,29.97289752,0.350301243,27.98948333,-82.4658,Florida2,60
SpainW65390,Native,2,9.57037401,27.25094198,0.351194246,28.15,-16.633333,MP-W65390,24
GILNS10_6,Native,3,14.68082924,41.5606134,0.353238993,37.708491,-8.099286,Portugal2,23
CMS12_4,Native,5,11.83671003,33.46568381,0.353696942,38.7,-9.1833,Portugal1,17
St.Augustine_3,Invasive,5,4.41851855,12.4675127,0.354402571,31.61666667,65.71666667,Florida1,2
BrazilPI404356,Invasive,2,7.14151917,20.0782292,0.355684712,-29.35,-49.733333,MP-PI404356,40
AustraliaW65527,Invasive,3,11.09097006,31.12956212,0.356284165,-35.3,149.1333333,MP-W65527,53
NM58_13,Invasive,3,13.40382986,37.49297103,0.357502473,34.2238,-118.0616,California2,11
GILNS1_2,Native,3,12.45542405,34.74482649,0.358482839,37.708491,-8.099286,Portugal2,79
AustraliaW65527,Invasive,3,10.19980453,28.38570418,0.359328924,-35.3,149.1333333,MP-W65527,52
CMS12_4,Native,1,9.24151917,25.6825158,0.35983699,38.7,-9.1833,Portugal1,7
CMS12_4,Native,5,11.61397068,32.2675127,0.359927671,38.7,-9.1833,Portugal1,30
PeruPI308523,Invasive,1,10.49018625,29.12182587,0.360217326,-11.25,-74.41,MP-PI308523,75
Rivercrest_1,Invasive,1,12.94151917,35.85873137,0.360902873,27.98948333,-82.4658,Florida2,60
CMNS5_2,Native,4,11.45971065,31.73520821,0.361104001,38.7,-9.1833,Portugal1,82
PeruPI308523,Invasive,4,6.86451979,19.00792099,0.361139958,-11.25,-74.41,MP-PI308523,73
CMS12_4,Native,2,11.0717335,30.65684934,0.361150403,38.7,-9.1833,Portugal1,17
CMS12_4,Native,3,12.24444628,33.88784748,0.361322633,38.7,-9.1833,Portugal1,57
BrazilPI404356,Invasive,5,12.31208865,34.07258311,0.361348848,-29.35,-49.733333,MP-PI404356,39
ChilePI368950,Invasive,5,14.77680391,40.83651456,0.361852721,-31.7,-71.56,MP-PI368940,66
AfghanistanPI250782,Native,5,13.9760201,38.54885182,0.362553473,31.61666667,65.71666667,MP-PI250782,25
St.Augustine_3,Invasive,1,15.10168656,41.60739845,0.362956761,31.61666667,65.71666667,Florida1,1
PeruPI308523,Invasive,3,15.27842467,42.0520402,0.363321841,-11.25,-74.41,MP-PI308523,75
Rivercrest_1,Invasive,1,12.76425852,35.08387529,0.363821226,27.98948333,-82.4658,Florida2,61
St.Augustine_14,Invasive,2,16.17361553,44.43039907,0.364021388,31.61666667,65.71666667,Florida1,28
GILNS13_6,Native,2,18.85275821,51.77451828,0.364131987,37.708491,-8.099286,Portugal2,22
Mt.Wilson_4,Invasive,5,10.75087618,29.47315879,0.364768373,34.2238,-118.0616,California1,18
CMS12_4,Native,1,11.47654264,31.33118288,0.366297777,38.7,-9.1833,Portugal1,12
Starlight,Invasive,2,11.81637525,32.21377521,0.366811253,33.3833,-118.4167,California3,33
Mt.Wilson_4,Invasive,5,9.42547099,25.56887219,0.36863069,34.2238,-118.0616,California1,15
ChilePI368940,Invasive,4,13.20194783,35.81194632,0.368646477,-31.7,-71.56,MP-PI368940,84
CMS12_4,Native,4,9.47654264,25.70175236,0.368711927,38.7,-9.1833,Portugal1,71
Mt.Wilson_4,Invasive,1,13.29447285,35.87692285,0.370557779,34.2238,-118.0616,California1,14
ChilePI368959,Invasive,4,6.04951669,16.27336692,0.371743396,-31.625556,-71.524167,MP-PI368959,36
NM58_12,Invasive,5,12.7107823,34.17237498,0.371960752,34.2238,-118.0616,California2,6
UzbekistanW68297,Native,4,11.24230298,30.0979883,0.373523402,40.066667,68.416667,MP-W68297,45
GILNS10_6,Native,4,16.67121096,44.60447134,0.373756497,37.708491,-8.099286,Portugal2,23
GreeceW65319,Native,2,10.44658958,27.94613284,0.373811634,39.06666667,21.98333333,MP-W65319,26
Mt.Wilson_4,Invasive,4,11.32975759,30.24482649,0.374601507,34.2238,-118.0616,California1,20
AlgeriaW65435,Native,2,12.82040058,34.14723106,0.375444807,35.7,2.6,MP-W65435,31
AlgeriaW65435,Native,1,10.6369713,28.32877831,0.375482881,35.7,2.6,MP-W65435,8
CMS12_4,Native,3,8.90409113,23.70096855,0.375684695,38.7,-9.1833,Portugal1,7
ChilePI368940,Invasive,1,14.608639,38.84508776,0.376074295,-31.7,-71.56,MP-PI368940,67
MaltaW65375,Native,2,10.91370941,28.99427738,0.376409085,35.866667,14.366667,MP-W65375,77
NM58_13,Invasive,2,13.85275821,36.54670852,0.379042567,34.2238,-118.0616,California2,11
AustraliaW65527,Invasive,3,7.6695902,20.19851084,0.379710676,-35.3,149.1333333,MP-W65527,59
AustraliaW65527,Invasive,3,8.37706518,22.05334655,0.379854602,-35.3,149.1333333,MP-W65527,56
St.Augustine_14,Invasive,5,12.58297254,33.12130333,0.379905719,31.61666667,65.71666667,Florida1,23
AfghanistanPI250782,Native,4,11.93671003,31.36327924,0.380595088,31.61666667,65.71666667,MP-PI250782,25
GILNS4_1,Native,4,9.16049446,24.06218102,0.38070092,37.708491,-8.099286,Portugal2,81
St.Augustine_14,Invasive,1,17.33618749,45.52773323,0.380783014,31.61666667,65.71666667,Florida1,23
TurkmenistanW62449,Native,4,13.20382986,34.6258512,0.381328672,37.444722,54.230556,MP-W624449,15
HungaryW65565,Native,3,12.14366247,31.81220759,0.381729637,47.333333,19.883333,MP-W65565,16
